,Title,Series,Number,Status,Release Date,PDF Link
789,Could the Internet of Things Be Used to Enhance Student Nurses’ Experiences in a Disaster Simulation?,Journal Article,,Final,2/27/2018,https://csrc.nist.govhttp://www.himss.org/library/could-internet-things-be-used-enhance-student-nurses-experiences-disaster-simulation
790,User Context: An Explanatory Variable in Phishing Susceptibility,Conference Paper,,Final,2/18/2018,https://www.ndss-symposium.org/wp-content/uploads/2018/07/usec2018_01-2_Greene_paper.pdf
791,Data Integrity: Identifying and Protecting Assets Against Ransomware and Other Destructive Events,Project Description,,Final,2/07/2018,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/di-identify-protect-project-description-final.pdf
792,Data Integrity: Detecting and Responding to Ransomware and Other Destructive Events,Project Description,,Final,2/07/2018,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/di-detect-respond-project-description-final.pdf
793,Educating Next-Gen Computer Scientists,Journal Article,,Final,1/31/2018,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=924636
794,Guidance for Improving LTE-Based Mobile Communications Security,ITL Bulletin,,Final,1/29/2018,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2018-01.pdf
795,Securing Picture Archiving and Communication System (PACS): Cybersecurity for the Healthcare Sector,Project Description,,Final,1/23/2018,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/hit-pacs-project-description-final.pdf
796,Thermodynamic Analysis of Classical and Quantum Search Algorithms,Conference Paper,,Final,1/19/2018,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=924493
797,Mitigating IoT-based Distributed Denial of Service (DDOS),Project Description,,Final,12/14/2017,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/iot-ddos-project-description-final.pdf
798,Guidance on TDEA Block Ciphers,ITL Bulletin,,Final,11/27/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-11.pdf
799,TLS Server Certificate Management,Project Description,,Final,11/09/2017,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/tls-serv-cert-mgt-project-description-final.pdf
800,SARD: Thousands of Reference Programs for Software Assurance,Journal Article,,Final,11/02/2017,https://www.csiac.org/journal-article/sard-thousands-of-reference-programs-for-software-assurance/
801,NIST Guidance on Application Container Security,ITL Bulletin,,Final,10/24/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-10.pdf
802,Updating the Keys for DNS Security,ITL Bulletin,,Final,9/27/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-09.pdf
803,Securing Property Management Systems: Cybersecurity for the Hospitality Sector,Project Description,,Final,9/13/2017,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/hosp-pms-project-description-final.pdf
804,Understanding the Major Update to NIST SP 800-63: Digital Identity Guidelines,ITL Bulletin,,Final,8/29/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-08.pdf
805,Updated NIST Guidance for Bluetooth Security,ITL Bulletin,,Final,7/25/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-07.pdf
806,Secure Inter-Domain Routing--Part 1: Route Hijacks,Project Description,,Final,7/06/2017,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/sidr-project-description-final.pdf
807,Toward Standardizing Lightweight Cryptography,ITL Bulletin,,Final,6/20/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-06.pdf
808,Geometric Progressions on Elliptic Curves,Journal Article,,Final,6/13/2017,https://web.math.pmf.unizg.hr/glasnik/vol_52/no1_01.html
809,Inferring Previously Uninstalled Applications from Digital Traces,Conference Paper,,Final,5/26/2017,https://csrc.nist.govhttp://commons.erau.edu/adfsl/2016/wednesday/3/
810,Cyber-Threat Intelligence and Information Sharing,ITL Bulletin,,Final,5/08/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-05.pdf
811,Building the Bridge Between Privacy and Cybersecurity for Federal Systems,ITL Bulletin,,Final,4/18/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-04.pdf
812,Fundamentals of Small Business Information Security,ITL Bulletin,,Final,3/13/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-03.pdf
813,"Must I, can I? I don’t understand your ambiguous password rules",Journal Article,,Final,3/13/2017,https://csrc.nist.gov/csrc/media/projects/Usable-Cybersecurity/images-media/ICS-06-2016-0043.pdf
814,Capabilities Assessment for Securing Manufacturing Industrial Control Systems,Project Description,,Final,3/09/2017,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/mf-ics-1-project-description-final.pdf
815,Guide for Cybersecurity Incident Recovery,ITL Bulletin,,Final,2/17/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-02.pdf
816,Dramatically Reducing Software Vulnerabilities,ITL Bulletin,,Final,1/17/2017,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2017-01.pdf
817,Arithmetic Progressions on Conics,Journal Article,,Final,12/27/2016,https://cs.uwaterloo.ca/journals/JIS/VOL20/Moody/moody7.html
818,Rethinking Security Through Systems Security Engineering,ITL Bulletin,,Final,12/21/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-12.pdf
819,Mobile Application Single Sign-On: for Public Safety and First Responders,Project Description,,Final,11/28/2016,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/psfr-mobile-sso-project-description-final.pdf
820,Exploring the Next Generation of Access Control Methodologies,ITL Bulletin,,Final,11/21/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-11.pdf
821,The Power of Qualitative Methods: Aha Moments in Exploring Cybersecurity and Trust,Journal Article,,Final,11/01/2016,https://csrc.nist.govhttp://uxpamagazine.org/the-power-of-qualitative-methods/
822,Making Email Trustworthy,ITL Bulletin,,Final,10/24/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-10.pdf
823,High Rank Elliptic Curves with Torsion Z/4Z Induced by Kihara's Elliptic Curves,Journal Article,,Final,10/05/2016,https://csrc.nist.govhttp://math.colgate.edu/~integers/vol16.html
824,Demystifying the Internet of Things,ITL Bulletin,,Final,9/23/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-09.pdf
825,Multifactor Authentication for e-Commerce: Online Authentication for the Retail Sector,Project Description,,Final,9/20/2016,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/cr-mfa-project-description-final.pdf
826,Whatever Happened to Formal Methods for Security?,Journal Article,,Final,8/23/2016,https://www.computer.org/csdl/mags/co/2016/08/mco2016080070.html
827,NIST Updates Personal Identity Verification (PIV) Guidelines,ITL Bulletin,,Final,8/09/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-08.pdf
828,Improving Security and Software Management Through the Use of SWID Tags,ITL Bulletin,,Final,7/13/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-07.pdf
829,Extending Network Security into Virtualized Infrastructure,ITL Bulletin,,Final,6/03/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-06.pdf
830,Combinatorial Testing for Cybersecurity and Reliability,ITL Bulletin,,Final,5/12/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-05.pdf
831,Combinatorial Coverage Analysis of Subsets of the TLS Cipher Suite Registry,Conference Paper,,Final,5/10/2016,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1232.pdf#page=931
832,Data Integrity: Recovering from a destructive malware attack,Project Description,,Final,5/09/2016,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/data-integrity-project-description-final.pdf
833,"New NIST Security Standard Can Protect Credit Cards, Health Information",ITL Bulletin,,Final,4/14/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-04.pdf
834,Performance Evaluation of Secure Industrial Control System Design: A Railway Control System Case Study,Conference Paper,,Final,4/05/2016,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=919753
835,Analysis of Virtual Networking Options for Securing Virtual Machines,Conference Paper,,Final,3/20/2016,https://csrc.nist.govhttp://www.thinkmind.org/download.php?articleid=cloud_computing_2016_5_20_20037
836,Updates to the NIST SCAP Validation Program and Associated Test Requirements,ITL Bulletin,,Final,3/15/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-03.pdf
837,Linear Time Vertex Partitioning on Massive Graphs,Journal Article,,Final,3/07/2016,https://csrc.nist.govhttp://www.orb-academic.org/index.php/journal-of-computer-science/article/view/232
838,Domain Name System-Based Security for Electronic Mail,Project Description,,Final,3/04/2016,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/dns-secure-email-project-description-final.pdf
839,Implementing Trusted Geolocation Services in the Cloud,ITL Bulletin,,Final,2/17/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-02.pdf
840,Securing Interactive and Automated Access Management Using Secure Shell (SSH),ITL Bulletin,,Final,1/11/2016,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2016-01.pdf
841,Stopping Malware and Unauthorized Software through Application Whitelisting,ITL Bulletin,,Final,12/15/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-12.pdf
842,Wireless Medical Infusion Pumps: Medical Device Security,Project Description,,Final,12/01/2015,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/hit-infusion-pump-project-description-final.pdf
843,Tailoring Security Controls for Industrial Control Systems,ITL Bulletin,,Final,11/16/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-11.pdf
844,Minimizing Attack Graph Data Structures,Conference Paper,,Final,11/15/2015,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=917681
845,Protection of Controlled Unclassified Information,ITL Bulletin,,Final,10/19/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-10.pdf
846,Additional Secure Hash Algorithm Standards Offer New Opportunities for Data Protection,ITL Bulletin,,Final,9/24/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-09.pdf
847,Software Asset Management: Continuous Monitoring,Project Description,,Final,9/16/2015,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/sam-project-description-final.pdf
848,Recommendation for Random Number Generation Using Deterministic Random Bit Generators,ITL Bulletin,,Final,8/13/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-08.pdf
849,Improved Security and Mobility Through Updated Interfaces for PIV Cards,ITL Bulletin,,Final,7/21/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-07.pdf
850,PFLASH - Secure Asymmetric Signatures on Smart Cards,Conference Paper,,Final,7/20/2015,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=926103
851,Increasing Visibility and Control of Your ICT Supply Chains,ITL Bulletin,,Final,6/15/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-06.pdf
852,Authentication Considerations for Public Safety Mobile Networks,ITL Bulletin,,Final,5/14/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-05.pdf
853,Is Your Replication Device Making An Extra Copy For Someone Else?,ITL Bulletin,,Final,4/16/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-04.pdf
854,Password Entry Errors: Memory or Motor?,Conference Paper,,Final,4/09/2015,https://iccm-conference.neocities.org/2015/proceedings/papers/0059/paper0059.pdf
855,Attribute Based Access Control,Project Description,,Final,4/01/2015,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/abac-project-description-final.pdf
856,Combinatorial Coverage as an Aspect of Test Quality,Journal Article,,Final,3/31/2015,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=917352
857,Guidance for Secure Authorization of Mobile Applications in the Corporate Environment,ITL Bulletin,,Final,3/19/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-03.pdf
858,"NIST Special Publication 800-88 Revision 1, Guidelines for Media Sanitization",ITL Bulletin,,Final,2/05/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-02.pdf
859,"Release of NIST Special Publication 800-53A, Revision 4, Assessing Security and Privacy Controls in Federal Information Systems and Organizations",ITL Bulletin,,Final,1/29/2015,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2015-01.pdf
860,Measuring Impact of Cybersecurity on the Performance of Industrial Control Systems,Journal Article,,Final,12/31/2014,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=917176
861,"Release Of NIST Special Publication 800-157, Guidelines For Derived Personal Identity Verification (PIV) Credentials",ITL Bulletin,,Final,12/30/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-12.pdf
862,Cryptographic Module Validation Program (CMVP),ITL Bulletin,,Final,12/01/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-11.pdf
863,"Release of NIST Special Publication 800-147B, BIOS Protection Guidelines for Servers",ITL Bulletin,,Final,10/29/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-10.pdf
864,A Cybersecurity Testbed for Industrial Control Systems,Conference Paper,,Final,10/06/2014,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=915876
865,"Release of NIST Interagency Report 7628 Revision 1, Guidelines for Smart Grid Cybersecurity",ITL Bulletin,,Final,9/29/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-09.pdf
866,Mobile Device Security for Enterprises,Project Description,,Final,9/12/2014,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/mds-project-description-final.pdf
867,Policy Machine: Towards a General-Purpose Enterprise-Wide Operating Environment,ITL Bulletin,,Final,8/28/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-08.pdf
868,"Release of NIST Interagency Report 7946, CVSS Implementation Guidance",ITL Bulletin,,Final,7/10/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-07.pdf
869,ITL Forensic Science Program,ITL Bulletin,,Final,6/05/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-06.pdf
870,NIST Cybersecurity Framework Addresses Risks to Critical Infrastructure,Journal Article,,Final,6/02/2014,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=915855
871,Small and Medium-Size Business Information Security Outreach Program,ITL Bulletin,,Final,5/13/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-05.pdf
872,Attribute Based Access Control (ABAC) Definition and Considerations,ITL Bulletin,,Final,3/07/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-03.pdf
873,Framework for Improving Critical Infrastructure Cybersecurity,ITL Bulletin,,Final,2/19/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-02.pdf
874,A Profile of the Key Management Framework for the Federal Government,ITL Bulletin,,Final,1/09/2014,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2014-01.pdf
875,The National Vulnerability Database (NVD): Overview,ITL Bulletin,,Final,12/18/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-12.pdf
876,Identity and Access Management: Securing Networked Infrastructure for the Energy Sector,Project Description,,Final,11/05/2013,https://nccoe.nist.gov/sites/default/files/library/project-descriptions/es-idam-project-description-final.pdf
877,ITL Releases Preliminary Cybersecurity Framework,ITL Bulletin,,Final,11/04/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-11.pdf
878,ITL Updates Federal Information Processing Standard (FIPS) for Personal Identity Verification (PIV) of Federal Employees and Contractors,ITL Bulletin,,Final,10/22/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-10.pdf
879,"NIST Opens Draft Special Publication 800-90A, Recommendation for Random Number Generation Using Deterministic Random Bit Generators, For Review and Comment (Supplemental ITL Bulletin for September 2013)",ITL Bulletin,,Final,9/09/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-09-supplemental.pdf
880,ITL Publishes Guidance on Preventing and Handling Malware Incidents,ITL Bulletin,,Final,8/22/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-09.pdf
881,ITL Publishes Guidance on Enterprise Patch Management Technologies,ITL Bulletin,,Final,8/08/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-08.pdf
882,ITL Issues Guidelines for Managing the Security of Mobile Devices,ITL Bulletin,,Final,7/15/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-07.pdf
883,ITL Publishes Security And Privacy Controls For Federal Agencies,ITL Bulletin,,Final,5/01/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-05.pdf
884,Security Content Automation Protocol (SCAP) Version 1.2 Validation Program Test Requirements,ITL Bulletin,,Final,4/10/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-04.pdf
885,NIST to Develop a Cybersecurity Framework to Protect Critical Infrastructure,ITL Bulletin,,Final,3/21/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-03.pdf
886,Managing Identity Requirements for Remote Users of Information Systems to Protect System Security and Information Privacy,ITL Bulletin,,Final,1/29/2013,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2013-01.pdf
887,Generating Secure Cryptographic Keys: A Critical Component of Cryptographic Key Management and the Protection of Sensitive Information,ITL Bulletin,,Final,12/19/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-12.pdf
888,Practices for Managing Supply Chain Risks to Protect Federal Information Systems,ITL Bulletin,,Final,11/27/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-11.pdf
889,Conducting Information Security-Related Risk Assessments:  Updated Guidelines for Comprehensive Risk Management Programs,ITL Bulletin,,Final,10/25/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-10.pdf
890,Revised Guide Helps Organizations Handle Security Related Incidents,ITL Bulletin,,Final,9/27/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-09.pdf
891,Security of Bluetooth Systems and Devices: Updated Guide Issued by the National Institute of Standards and Technology (NIST),ITL Bulletin,,Final,8/13/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-08.pdf
892,Preparing for and Responding to Certification Authority Compromise and Fraudulent Certificate Issuance,ITL Bulletin,,Final,7/10/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-07.pdf
893,"Cloud Computing: A Review of Features, Benefits, and Risks, and Recommendations for Secure, Efficient Implementations",ITL Bulletin,,Final,6/27/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-06.pdf
894,Combinatorial Testing,Book Section,,Final,6/25/2012,https://csrc.nist.govhttp://www.crcnetbase.com/doi/abs/10.1081/E-ESE-120048153
895,Evaluation of Fault Detection Effectiveness for Combinatorial and Exhaustive Selection of Discretized Test Inputs,Journal Article,,Final,6/04/2012,https://csrc.nist.govhttp://asq.org/software-quality/2012/06/evaluation-of-fault-detection-effectiveness.pdf
896,Secure Hash Standard: Updated Specifications Approved and Issued as Federal Information Processing Standard (FIPS) 180-4,ITL Bulletin,,Final,5/09/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-05.pdf
897,Guidelines for Improving Security and Privacy in Public Cloud Computing,ITL Bulletin,,Final,3/28/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-03.pdf
898,Guidelines for Securing Wireless Local Area Networks (WLANs),ITL Bulletin,,Final,2/27/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-02.pdf
899,Advancing Security Automation and Standardization:  Revised Technical Specifications Issued for the Security Content Automation Protocol (SCAP),ITL Bulletin,,Final,1/24/2012,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2012-01.pdf
900,Revised Guideline for Electronic Authentication of Users Helps Organizations Protect the Security of Their Information Systems,ITL Bulletin,,Final,12/22/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-12.pdf
901,Continuous Monitoring of Information Security: An Essential Component of Risk Management,ITL Bulletin,,Final,10/25/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-10.pdf
902,Managing the Configuration of Information Systems with a Focus on Security,ITL Bulletin,,Final,9/26/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-09.pdf
903,Protecting Industrial Control Systems – Key Components of Our Nation's Critical Infrastructures,ITL Bulletin,,Final,8/24/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-08.pdf
904,Guidelines for Protecting Basic Input/Output System (BIOS) Firmware,ITL Bulletin,,Final,6/28/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-06.pdf
905,Using Security Configuration Checklists and the National Checklist Program,ITL Bulletin,,Final,5/25/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-05.pdf
906,Full Virtualization Technologies: Guidelines for Secure Implementation and Management,ITL Bulletin,,Final,4/25/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-04.pdf
907,"Managing Information Security Risk:  Organization, Mission and Information System View",ITL Bulletin,,Final,3/22/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-03.pdf
908,Arithmetic Progressions on Edwards Curves,Journal Article,,Final,2/08/2011,https://cs.uwaterloo.ca/journals/JIS/VOL14/Moody/moody2.html
909,Internet Protocol Version 6 (IPv6): NIST Guidelines Help Organizations Manage the Secure Deployment of the New Network Protocol,ITL Bulletin,,Final,1/31/2011,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2011-01.pdf
910,Advanced Combinatorial Test Methods for System Reliability,Journal Article,,Final,12/31/2010,https://csrc.nist.govhttp://rs.ieee.org/images/files/Publications/2010/2010-16.pdf
911,Securing WiMAX Wireless Communications,ITL Bulletin,,Final,12/27/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-12.pdf
912,The Exchange of Health Information: Designing a Security Architecture to Provide Information Security and Privacy,ITL Bulletin,,Final,11/23/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-11.pdf
913,Security Content Automation Protocol (SCAP): Helping Organizations Maintain and Verify the Security of Their Information Systems,ITL Bulletin,,Final,9/27/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-09.pdf
914,Contingency Planning for Information Systems: Updated Guide for Federal Organizations,ITL Bulletin,,Final,7/20/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-07.pdf
915,How to Identify Personnel with Significant Responsibilities for Information Security,ITL Bulletin,,Final,6/22/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-06.pdf
916,Guide to Protecting Personally Identifiable Information,ITL Bulletin,,Final,4/28/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-04.pdf
917,Revised Guide Helps Federal Organizations Improve Their Risk Management Practices and Information System Security,ITL Bulletin,,Final,3/29/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-03.pdf
918,Secure Management of Keys in Cryptographic Applications: Guidance for Organizations,ITL Bulletin,,Final,2/24/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-02.pdf
919,Security Metrics: Measurements to Support the Continued Development of Information Security Technology,ITL Bulletin,,Final,1/27/2010,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2010-01.pdf
920,Cybersecurity Fundamentals for Small Business Owners,ITL Bulletin,,Final,11/19/2009,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2009-11.pdf
921,Protecting Information Systems with Firewalls: Revised Guidelines on Firewall Technologies and Policies,ITL Bulletin,,Final,10/29/2009,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2009-10.pdf
922,Random vs. Combinatorial Methods for Discrete Event Simulation of a Grid Computer Network,Conference Paper,,Final,10/16/2009,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=904044
923,Risk Management Framework:  Helping Organizations Implement Effective Information Security Programs,ITL Bulletin,,Final,7/23/2009,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2009-07.pdf
924,Cyber Security Standards,Book Section,,Final,6/15/2009,https://csrc.nist.govhttp://www.wiley.com/WileyCDA/WileyTitle/productCd-0471761303.html
925,The Cryptographic Hash Algorithm Family: Revision of the Secure Hash Standard and Ongoing Competition for New Hash Algorithms,ITL Bulletin,,Final,3/25/2009,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2009-03.pdf
926,Using Personal Identity Verification (Piv) Credentials in Physical Access Control Systems (PACS),ITL Bulletin,,Final,2/26/2009,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2009-02.pdf
927,Assurance for Identity Enabled Authorization Policies,Book Section,,Final,12/19/2008,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=152171
928,Identity Enabled Privacy Policies,Book Section,,Final,12/19/2008,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=152171
929,Guide to Information Security Testing and Assessment,ITL Bulletin,,Final,12/18/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-12.pdf
930,Keeping Information Technology (IT) System Servers Secure:  A General Guide to Good Practices,ITL Bulletin,,Final,10/15/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-10.pdf
931,Electronic Voting,Book Section,,Final,10/07/2008,https://www.britannica.com/topic/electronic-voting
932,Using Performance Measurements to Evaluate and Strengthen Information System Security,ITL Bulletin,,Final,9/18/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-09.pdf
933,Guidelines on Implementing A Secure Sockets Layer (SSL) Virtual Private Network (VPN),ITL Bulletin,,Final,7/23/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-07.pdf
934,Automated Combinatorial Test Methods Beyond Pairwise Testing,Journal Article,,Final,6/02/2008,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=152162
935,New Cryptographic Hash Algorithm Family: NIST Holds a Public Competition to Find New Algorithms,ITL Bulletin,,Final,5/28/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-05.pdf
936,Using Active Content and Mobile Code and Safeguarding the Security of Information Technology Systems,ITL Bulletin,,Final,4/24/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-04.pdf
937,Federal Desktop Core Configuration (FDCC): Improving Security for Windows Desktop Operating Systems,ITL Bulletin,,Final,2/27/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-02.pdf
938,Secure Web Servers Protecting Web Sites that are Accessed by the Public,ITL Bulletin,,Final,1/31/2008,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2008-01.pdf
939,Using Storage Encryption Technologies to Protect End User Devices,ITL Bulletin,,Final,11/26/2007,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2007-11.pdf
940,The Common Vulnerability Scoring System (CVSS),ITL Bulletin,,Final,10/25/2007,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2007-10.pdf
941,Forensic Techniques for Cell Phones,ITL Bulletin,,Final,6/27/2007,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2007-06.pdf
942,Securing Radio Frequency Identification (RFID) Systems,ITL Bulletin,,Final,5/17/2007,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2007-05.pdf
943,Improving The Security of Electronic Mail: Updated Guidelines Issued by NIST,ITL Bulletin,,Final,3/28/2007,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2007-03.pdf
944,Intrusion Detection and Prevention Systems,ITL Bulletin,,Final,2/26/2007,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2007-02.pdf
945,"Maintaining Effective Information Technology (IT) Security Through Test, Training, and Exercise Programs",ITL Bulletin,,Final,12/19/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-12.pdf
946,Guide to Securing Computers Using Windows XP Home Edition,ITL Bulletin,,Final,11/22/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-11.pdf
947,Log Management: Using Computer and Network Records to Improve Information Security,ITL Bulletin,,Final,10/25/2006,https://csrc.nist.gov/files/pubs/shared/itlb/itlbul2006-10.pdf
